iso3,country,year,voice_accountability,political_stability,government_effectiveness,regulatory_quality,rule_of_law,control_of_corruption
ESP,Spain,2021,76.7746749,72.440575,73.1230736,69.3909435,72.8117494,64.2927469
ESP,Spain,2020,77.1336317,70.9452995,71.7138819,68.0649345,73.8338432,64.673557
LKA,Sri Lanka,2024,54.6434795,59.9106677,46.002677,50.1437699,52.5287187,40.066474
LKA,Sri Lanka,2023,50.2651881,54.449499,45.8075951,48.8697814,51.5342172,40.0247663
LKA,Sri Lanka,2022,50.4815154,52.8761657,41.5449098,47.6567352,51.2865827,40.7023234
LKA,Sri Lanka,2021,52.3307723,57.1667545,46.7645248,52.2929256,52.9797493,41.038766
LKA,Sri Lanka,2020,54.0901173,63.9229409,49.1348325,53.092032,53.678349,42.2674049
KNA,St. Kitts and Nevis,2024,64.8982368,81.4750915,64.7837862,62.4326905,67.1267598,54.9008834
KNA,St. Kitts and Nevis,2023,64.4011608,81.5784454,64.8078696,62.6831675,66.6592259,54.9794388
KNA,St. Kitts and Nevis,2022,64.3462135,81.5702736,64.7851045,63.2881529,66.8022279,54.1495055
KNA,St. Kitts and Nevis,2021,64.395231,81.5200195,59.5789973,62.5899363,67.1177655,54.9805156
KNA,St. Kitts and Nevis,2020,64.5441737,81.5492154,66.2151577,62.3601136,67.8711572,54.4282901
LCA,St. Lucia,2024,67.5477408,83.6293392,56.5559402,57.7308058,65.6263169,56.9490008
LCA,St. Lucia,2023,66.1932214,83.7326915,58.8922909,58.2468924,65.7777797,55.4898088
LCA,St. Lucia,2022,65.6966618,83.7245213,54.8914077,58.0212097,66.1178822,55.3718836
LCA,St. Lucia,2021,65.7561143,80.7236822,48.7756878,58.0111523,67.7258334,55.3468671
LCA,St. Lucia,2020,65.639945,80.752878,53.6423161,59.3500292,67.1996523,55.5130096
VCT,St. Vincent and the Grenadines,2024,65.6504027,83.6293392,56.5559402,56.5377262,65.6008313,62.1255222
VCT,St. Vincent and the Grenadines,2023,66.7106353,83.7326915,57.7335517,56.3732224,66.4323045,62.2517707
VCT,St. Vincent and the Grenadines,2022,66.9228967,83.7245213,61.698763,56.2294076,67.5671611,62.5172101
VCT,St. Vincent and the Grenadines,2021,67.6224922,83.6742656,57.1640578,57.0909466,68.1077338,62.8358281
VCT,St. Vincent and the Grenadines,2020,67.7795175,83.7034631,57.1225759,57.5739764,68.1783114,63.2520223
SDN,Sudan,2024,23.8826223,31.3154588,16.4591471,28.6395041,26.4447602,16.3300138
SDN,Sudan,2023,26.2938212,30.6992008,16.8737656,29.5639854,28.4717405,18.4772419
SDN,Sudan,2022,28.2454852,33.0000155,21.4739485,30.4201038,32.4736249,18.5798645
SDN,Sudan,2021,31.2093024,35.4439074,23.2904788,31.387641,33.8937574,21.6920976
SDN,Sudan,2020,29.4952662,42.1827508,23.5485827,31.1921338,33.8185002,19.86286
SUR,Suriname,2024,57.8190313,74.0632877,42.5072216,40.3728954,53.3749759,40.2263093
SUR,Suriname,2023,58.7427549,71.0267617,44.136018,43.3391857,53.7366726,41.1905006
SUR,Suriname,2022,58.7455396,70.1077306,44.1239744,43.533242,53.1846565,41.601345
SUR,Suriname,2021,58.37794,72.0572622,45.5274846,44.9491339,53.5712984,41.54762
SUR,Suriname,2020,59.6493593,73.8012765,48.5825543,43.8917138,53.7793259,41.7293647
SWE,Sweden,2024,87.0899418,76.2033355,85.8476797,81.2293598,86.6824542,87.6821741
SWE,Sweden,2023,87.1358841,79.1975949,84.2596283,81.237255,86.1321936,87.9416867
SWE,Sweden,2022,87.509648,81.9836432,88.5743205,80.476847,86.879293,88.8546204
SWE,Sweden,2021,87.7493901,82.0733011,89.5832785,81.3707932,87.7428486,90.1578919
SWE,Sweden,2020,88.3222763,82.2208844,89.8547462,81.9153993,88.2963879,91.0446593
CHE,Switzerland,2024,85.5924866,82.6457687,87.1231822,82.7948642,87.3183948,88.484008
CHE,Switzerland,2023,85.2919917,82.8183595,91.0245042,83.3372875,87.80785,90.3062623
CHE,Switzerland,2022,86.3320561,83.4106384,90.7446251,82.6520571,87.5885942,90.2596865
CHE,Switzerland,2021,86.2236316,83.4121672,91.7851193,82.6188425,87.7615326,90.4825802
CHE,Switzerland,2020,85.5364209,84.9002035,89.4428946,80.7781016,88.0766158,94.1447698
SYR,Syrian Arab Republic,2024,24.517035,25.4439405,18.8174812,23.3597703,25.7521361,13.4112838
SYR,Syrian Arab Republic,2023,23.3267782,24.2511221,19.9499281,25.0233571,24.9224185,11.7885968
SYR,Syrian Arab Republic,2022,23.6522265,24.2452239,19.9404842,25.0212658,24.6884269,11.5731905
SYR,Syrian Arab Republic,2021,23.696079,25.3337284,21.6579239,27.1837909,24.4584471,11.6081699
SYR,Syrian Arab Republic,2020,23.4267665,25.6898456,22.6938196,28.8698836,25.1000037,13.6998956
TJK,Tajikistan,2024,28.099924,61.1858126,39.6559136,42.8953543,36.5918157,23.2055692
TJK,Tajikistan,2023,30.1469539,60.9812928,36.4005316,41.5803096,36.1623329,25.1112895
TJK,Tajikistan,2022,29.4999814,58.5798846,35.8259238,41.5786457,36.3235335,25.123315
TJK,Tajikistan,2021,30.0560319,59.0878624,35.2353234,41.5942531,35.2935401,25.8430877
TJK,Tajikistan,2020,30.436179,60.2763779,36.4857236,42.116377,35.6316357,25.916101
TZA,Tanzania,2024,45.5602425,59.2394684,45.6540613,46.4192385,48.0250787,41.9016869
TZA,Tanzania,2023,45.8727932,61.8509786,43.4631091,45.5476846,48.4544616,40.8464795
TZA,Tanzania,2022,44.8544861,57.6681456,43.0330171,45.2244399,47.5060194,40.5862442
TZA,Tanzania,2021,44.4243625,56.0707615,41.8743343,44.2117333,47.239651,40.7390577
TZA,Tanzania,2020,46.4018672,54.570353,41.8444761,43.4386482,47.2373878,42.7124555
THA,Thailand,2024,47.050639,54.2220045,56.27225,56.5410603,53.2556386,37.1805433
THA,Thailand,2023,45.4026116,58.3805816,57.278445,56.7392613,53.597765,38.9620291
THA,Thailand,2022,42.93869,56.2063996,55.7638453,56.6541981,52.3485261,39.6776827
THA,Thailand,2021,42.3398755,53.9991989,55.3968725,56.490505,52.532598,39.9738832
THA,Thailand,2020,41.5514409,53.3677964,53.6186352,56.217022299999996,53.4591397,40.1221848
TLS,Timor-Leste,2024,62.8971107,74.8794996,33.8688152,43.2827099,46.1963829,40.213296
TLS,Timor-Leste,2023,62.7707935,73.3392448,34.7149314,42.141605,45.8964623,39.2209244
TLS,Timor-Leste,2022,63.5996238,73.1354852,36.5587787,41.9587669,45.547295,38.7327897
TLS,Timor-Leste,2021,62.6234103,70.4383689,37.1147338,41.2115233,45.948282,41.7437726
TLS,Timor-Leste,2020,61.9031636,70.4606552,37.347539,41.2182798,44.0757024,39.2667755
TGO,Togo,2024,39.8403293,52.0677499,35.7568956,48.4262622,46.0727275,34.4270752
TGO,Togo,2023,41.7711269,50.2031737,33.4969833,48.4869254,46.1171793,35.9538091
TGO,Togo,2022,41.9199453,52.9056229,32.5101273,48.225645,45.3413466,35.0827066
TGO,Togo,2021,41.2623331,54.4799059,34.287828,47.2652648,46.0737756,34.6578166
TGO,Togo,2020,44.0004539,52.1008968,34.1733493,47.134974,46.3616797,34.8029666
TON,Tonga,2024,71.2141377,87.3280609,50.6156521,51.7954824,68.9135234,39.7740182
TON,Tonga,2023,71.6414137,86.9126603,48.5443896,51.1968655,70.7315726,37.8410124
TON,Tonga,2022,71.8350262,89.2531299,46.5865692,50.4243387,70.5919508,37.7965458
TON,Tonga,2021,72.8691118,84.8873564,52.7403819,50.199544,69.8702647,40.9166549
TON,Tonga,2020,73.7875741,84.9518753,52.7072979,49.119823,69.9498384,42.1528763
TTO,Trinidad and Tobago,2024,63.9605409,72.0440017,53.5044657,51.604828,50.5703661,40.9763694
TTO,Trinidad and Tobago,2023,64.8146571,71.6974724,54.2803521,52.2587568,51.5398365,41.454521
TTO,Trinidad and Tobago,2022,64.6364555,71.8703621,54.2714195,53.6275127,52.699917,41.8033738
TTO,Trinidad and Tobago,2021,65.0839312,68.5624129,57.7989848,53.9983792,54.3593971,43.1874474
TTO,Trinidad and Tobago,2020,64.9552354,66.9107656,58.0585352,52.8339153,54.1816123,43.9243425
TUN,Tunisia,2024,44.8825934,50.0970303,46.6866126,48.7100878,50.6915088,43.3985605
TUN,Tunisia,2023,48.0041325,52.6384223,48.0648067,48.0108446,51.5463765,43.9611436
TUN,Tunisia,2022,49.5813273,53.2614856,48.3762785,49.6003388,52.8893312,43.8217705
TUN,Tunisia,2021,55.7562195,54.5027662,51.05841,51.716865,56.7043417,44.9903163
TUN,Tunisia,2020,58.7055061,58.5045633,50.7034788,53.1344129,56.7642866,47.4649148
TUR,Turkiye,2024,37.6897898,49.3131044,49.9654888,51.5312748,42.4489468,36.4544855
TUR,Turkiye,2023,37.8996709,50.7861106,49.1222075,51.536951,43.2093397,39.0000224
TUR,Turkiye,2022,37.673761,49.922523,50.8583854,51.2488229,43.5432566,39.101218
TUR,Turkiye,2021,39.2912763,49.2892722,51.8281987,52.9207969,43.620488,39.7741275
TUR,Turkiye,2020,40.158031,48.1362744,52.7193901,52.2583184,44.7460611,41.2919795
TKM,Turkmenistan,2024,21.0915091,70.0894499,30.7465703,28.2317608,32.6429799,21.5970433
TKM,Turkmenistan,2023,20.6519569,69.434034,41.9067358,27.8527468,32.3054918,20.5275818
TKM,Turkmenistan,2022,21.2373469,69.4932166,41.89442,27.8501776,32.2906475,20.3174545
TKM,Turkmenistan,2021,23.943902,62.0581562,32.1822681,27.8742937,29.7273009,20.3220695
TKM,Turkmenistan,2020,23.6811004,63.7248541,32.1555481,27.8833418,30.6255654,20.3355079
TUV,Tuvalu,2024,77.6524458,90.9832569,37.9049407,48.5193751,77.985113,59.5688808
TUV,Tuvalu,2023,73.2053994,91.071468,39.8572544,44.3506069,77.5437772,52.7637133
TUV,Tuvalu,2022,73.2317336,91.0644936,43.4053953,45.8116493,74.2448847,52.8058744
TUV,Tuvalu,2021,73.1523388,87.846853,43.0253561,45.5096644,73.7070347,51.9726479
TUV,Tuvalu,2020,72.3051081,86.9878296,40.2322829,44.059181100000004,73.2513435,52.0083883
UGA,Uganda,2024,39.1204397,48.4331578,44.5324232,46.5941247,44.2541878,25.2618885
UGA,Uganda,2023,40.5931271,48.3030933,42.9488536,46.9737995,44.0086134,27.6802863
UGA,Uganda,2022,39.8387069,47.2402471,41.3273449,47.3505614,44.4176808,27.8358769
UGA,Uganda,2021,40.0915058,49.7688381,40.2816746,47.3094895,44.4403319,28.9849423
UGA,Uganda,2020,41.7385775,51.4977728,40.1302213,47.0537212,45.0855129,28.9058728
UKR,Ukraine,2024,54.9063143,58.5097612,39.6965613,50.1179221,44.5695791,34.2448063
UKR,Ukraine,2023,55.272869,56.5682153,40.0563826,48.8967489,44.1357592,33.1943435
UKR,Ukraine,2022,56.5117214,47.9457907,38.9508053,48.3605632,44.1890986,34.014237
UKR,Ukraine,2021,58.5918082,48.9739903,43.4683901,49.2080862,47.1793877,31.5787877
UKR,Ukraine,2020,59.081211,49.497362,43.8988087,49.3485891,47.206011,31.0350717
ARE,United Arab Emirates,2024,41.9065122,79.3661459,75.8392807,72.6169592,65.5157588,71.5418396
ARE,United Arab Emirates,2023,40.9621654,79.2684716,76.8137703,72.2957632,64.6972832,67.9315494
ARE,United Arab Emirates,2022,42.381843,80.981136,73.3741309,71.5429018,64.0194293,68.5486955
ARE,United Arab Emirates,2021,42.2191101,80.2357804,72.231295,71.6015479,62.7906023,68.8044696
ARE,United Arab Emirates,2020,42.5862511,80.0198861,70.8554731,71.6801826,63.8059426,69.3398258
GBR,United Kingdom,2024,79.6131796,70.2964669,74.3798903,78.6971573,78.8208235,78.4145814
GBR,United Kingdom,2023,78.761785,72.1862761,73.4657181,79.9233664,78.8284082,77.7024943
GBR,United Kingdom,2022,79.9192229,72.1751474,76.4866596,80.87291,79.3292982,80.9553454
GBR,United Kingdom,2021,79.4801029,73.3482195,77.1809881,80.1090196,79.4450626,81.5403055
GBR,United Kingdom,2020,79.905809,74.6097896,78.0332564,80.1185755,80.2936931,82.6910306
USA,United States,2024,72.3731718,64.2697196,77.7839316,76.1934585,73.5177858,69.8551773
USA,United States,2023,71.9646969,62.5953145,77.7556405,77.4267473,73.4988816,72.045619
USA,United States,2022,72.9996786,63.1167764,79.9489163,77.8706056,75.0674875,72.192362
USA,United States,2021,72.3867309,63.735279,79.3938712,77.9559668,74.656886600000007,70.6216776
USA,United States,2020,73.5834356,63.3866948,78.6145996,75.016521,74.2508207,70.612324
URY,Uruguay,2024,78.3389459,87.7236127,64.7661835,65.0645101,73.3245819,78.7823863
URY,Uruguay,2023,78.1716921,86.0689932,67.9453819,66.496186,73.4415441,79.216719
URY,Uruguay,2022,77.8776923,88.1613218,68.827629,66.2993098,73.7719793,80.5233263
URY,Uruguay,2021,78.4811326,85.5395951,67.4225536,66.4260852,73.346961,80.687647
URY,Uruguay,2020,78.8144763,85.5590869,66.2962276,65.8941262,72.2022737,78.5101133
UZB,Uzbekistan,2024,38.6431924,65.4377423,48.5484689,46.555286,45.670923,32.586308
UZB,Uzbekistan,2023,39.3359759,61.6158213,45.5349919,44.2694583,45.3595349,33.6504136
UZB,Uzbekistan,2022,38.6019267,61.9220261,43.8923747,44.6389401,45.3992761,33.7033634
UZB,Uzbekistan,2021,38.66,62.1151404,45.4383298,43.9189069,44.9143525,32.8367302
UZB,Uzbekistan,2020,35.1559842,59.7210038,38.5718239,38.7365553,41.2587406,30.9390945
VUT,Vanuatu,2024,65.3625463,82.2964193,35.457586,49.7409994,64.2200786,44.8063653
VUT,Vanuatu,2023,65.5937647,82.3771537,34.9445595,48.396276,64.1875813,44.1041136
VUT,Vanuatu,2022,65.3690625,82.6074257,35.7357114,48.2723457,65.4814458,45.1065129
VUT,Vanuatu,2021,69.4071317,82.2692168,35.7406929,48.0475525,67.6780995,47.1259561
VUT,Vanuatu,2020,69.2246403,82.0116417,36.6052946,48.2081513,66.4104314,47.3140729
VEN,"Venezuela, RB",2024,25.0393635,36.1651626,22.83069,24.8486239,19.0276028,15.7286763
VEN,"Venezuela, RB",2023,26.0826344,47.0432279,23.4884579,25.0876114,19.0875856,16.292816
VEN,"Venezuela, RB",2022,25.7258549,46.6466461,22.1442675,24.5068919,18.4490255,15.4068784
VEN,"Venezuela, RB",2021,25.4443221,43.8675295,21.7886363,21.9676223,17.2305696,15.7847312
VEN,"Venezuela, RB",2020,27.2987791,41.5410343,20.9661193,20.6598576,16.4840502,15.9071419
VNM,Viet Nam,2024,37.6260947,65.9913074,49.5458577,50.6548775,51.5616803,42.7600555
VNM,Viet Nam,2023,37.5104103,67.4445741,47.8521338,50.4557586,51.109648,41.6124232
VNM,Viet Nam,2022,37.8345511,67.9919181,49.331569,49.3869152,51.1673005,42.8756812
VNM,Viet Nam,2021,38.1896189,68.1933102,52.2784619,49.4260646,51.61835,41.5662482
VNM,Viet Nam,2020,37.752762,68.1190087,52.6620263,51.1430534,51.7726646,41.5155594
VIR,Virgin Islands (U.S.),2024,,82.483526,58.62793,72.2449856,66.9350825,46.4002971
VIR,Virgin Islands (U.S.),2023,,82.6148254,58.6520134,72.2237825,66.937998,46.3411534
VIR,Virgin Islands (U.S.),2022,,82.6044449,58.6292483,72.2144174,66.9560572,46.4025419
VIR,Virgin Islands (U.S.),2021,,75.5523711,59.5789973,72.3022989,71.8820944,46.4204132
VIR,Virgin Islands (U.S.),2020,,82.5776934,59.5224308,72.3352738,72.0297983,46.4724541
PSE,West Bank and Gaza,2024,33.291311,33.8433017,29.9794589,47.4876908,39.9364904,36.3001054
PSE,West Bank and Gaza,2023,36.5846389,38.2367542,31.079971,49.1756539,41.7209254,35.7294277
PSE,West Bank and Gaza,2022,38.6102159,39.7279232,37.4267053,52.4179504,42.3783209,36.2997694
PSE,West Bank and Gaza,2021,39.3544988,37.9947694,39.1102794,52.458188,41.5971564,35.8668556
PSE,West Bank and Gaza,2020,42.1458902,36.1690504,42.5948461,52.473286,41.7473129,36.9873075
YEM,"Yemen, Rep.",2024,27.1443354,18.9103565,14.9257528,29.8788444,24.237016,14.7421343
YEM,"Yemen, Rep.",2023,28.0146029,21.030617,14.6331553,30.5670477,24.1454378,15.4261382
YEM,"Yemen, Rep.",2022,26.9242083,21.2694348,16.3549894,29.9601461,24.0918247,14.1267673
YEM,"Yemen, Rep.",2021,26.6310171,20.3262982,12.8678677,29.5177167,25.1741336,15.6288775
YEM,"Yemen, Rep.",2020,27.4620021,20.5195304,12.3760079,29.4938562,25.6011415,15.4740925
ZMB,Zambia,2024,49.7157692,64.1728259,40.9757367,48.2283671,47.3064578,38.6078994
ZMB,Zambia,2023,50.3098947,65.7039949,40.3969835,47.5213202,46.4837036,39.7962677
ZMB,Zambia,2022,50.0932016,66.6738711,39.8696364,47.6502058,46.0981769,39.3922973
ZMB,Zambia,2021,47.1118942,63.1907654,37.2110769,46.7843516,46.5926198,33.8295633
ZMB,Zambia,2020,48.6310279,59.6094593,37.061776,45.1981836,45.6611421,35.607183
ZWE,Zimbabwe,2024,34.8037239,48.5183369,32.136983,36.282894400000004,36.1235607,22.5194258
ZWE,Zimbabwe,2023,35.8042519,48.8433006,32.1204614,35.4999018,35.1389346,23.7378325
ZWE,Zimbabwe,2022,35.9846623,51.7832815,29.9566706,33.8746285,34.5817467,23.5958483
ZWE,Zimbabwe,2021,36.2591538,48.4981549,29.9618602,33.960138,35.2167838,23.8325326
ZWE,Zimbabwe,2020,36.3824799,48.0276952,29.4604553,33.8834226,35.5831893,24.112562
